,,,,,,,,,,
,,,,,,,,,,
ID_OFFRE,NOM_OFFRE,TYPE_OFFRE,PRIX_MENSUEL_EUR,LIMITE_COMPTES,DUREE_ECOUTE_LIVRE_AUDIO,FLAG_SPOTIFY_KIDS,FLAG_PUBLICITE,FLAG_MUSIQUE_HORS_CONNEXION,FLAG_AUDIO_LOSSLESS,
326,Premium Famille,Premium,15,99,6,24,O,N,O,N
327,Gratuit,Free,0,1,43,N,O,N,N,
328,Premium Solo,Premium,9,99,1,18,O,N,O,N
329,Premium Duo,Premium,12,99,1,12,N,N,O,N
330,Premium Famille,Premium,15,99,6,14,O,N,O,O
331,Gratuit,Free,0,1,45,N,O,N,N,
332,Premium Solo,Premium,9,99,1,27,O,N,O,N
333,Premium Duo,Premium,12,99,1,22,N,N,O,N
334,Premium Famille,Premium,15,99,6,28,O,N,O,N
335,Gratuit,Free,0,1,33,N,O,N,O,
336,Premium Solo,Premium,9,99,1,28,O,N,O,N
337,Premium Duo,Premium,12,99,1,39,N,N,O,N
338,Premium Famille,Premium,15,99,6,46,O,N,O,N
339,Gratuit,Free,0,1,11,N,O,N,N,
340,Premium Solo,Premium,9,99,1,34,O,N,O,O
341,Premium Duo,Premium,12,99,1,33,N,N,O,N
342,Premium Famille,Premium,15,99,6,23,O,N,O,N
343,Gratuit,Free,0,1,43,N,O,N,N,
344,Premium Solo,Premium,9,99,1,13,O,N,O,N
345,Premium Duo,Premium,12,99,1,33,N,N,O,O
346,Premium Famille,Premium,15,99,6,38,O,N,O,N
347,Gratuit,Free,0,1,31,N,O,N,N,
348,Premium Solo,Premium,9,99,1,40,O,N,O,N
349,Premium Duo,Premium,12,99,1,38,N,N,O,N
350,Premium Famille,Premium,15,99,6,33,O,N,O,O
351,Gratuit,Free,0,1,33,N,O,N,N,
352,Premium Solo,Premium,9,99,1,18,O,N,O,N
353,Premium Duo,Premium,12,99,1,25,N,N,O,N
354,Premium Famille,Premium,15,99,6,49,O,N,O,N
355,Gratuit,Free,0,1,16,N,O,N,O,
356,Premium Solo,Premium,9,99,1,27,O,N,O,N
357,Premium Duo,Premium,12,99,1,16,N,N,O,N
358,Premium Famille,Premium,15,99,6,42,O,N,O,N
359,Gratuit,Free,0,1,41,N,O,N,N,
360,Premium Solo,Premium,9,99,1,26,O,N,O,O
361,Premium Duo,Premium,12,99,1,31,N,N,O,N
362,Premium Famille,Premium,15,99,6,37,O,N,O,N
363,Gratuit,Free,0,1,19,N,O,N,N,
364,Premium Solo,Premium,9,99,1,25,O,N,O,N
365,Premium Duo,Premium,12,99,1,24,N,N,O,O
366,Premium Famille,Premium,15,99,6,33,O,N,O,N
367,Gratuit,Free,0,1,24,N,O,N,N,
368,Premium Solo,Premium,9,99,1,27,O,N,O,N
369,Premium Duo,Premium,12,99,1,48,N,N,O,N
370,Premium Famille,Premium,15,99,6,20,O,N,O,O
371,Gratuit,Free,0,1,17,N,O,N,N,
372,Premium Solo,Premium,9,99,1,22,O,N,O,N
373,Premium Duo,Premium,12,99,1,20,N,N,O,N
374,Premium Famille,Premium,15,99,6,20,O,N,O,N
375,Gratuit,Free,0,1,11,N,O,N,O,
376,Premium Solo,Premium,9,99,1,29,O,N,O,N
377,Premium Duo,Premium,12,99,1,45,N,N,O,N
378,Premium Famille,Premium,15,99,6,32,O,N,O,N
379,Gratuit,Free,0,1,40,N,O,N,N,
380,Premium Solo,Premium,9,99,1,11,O,N,O,O
381,Premium Duo,Premium,12,99,1,48,N,N,O,N
382,Premium Famille,Premium,15,99,6,27,O,N,O,N
383,Gratuit,Free,0,1,27,N,O,N,N,
384,Premium Solo,Premium,9,99,1,27,O,N,O,N
385,Premium Duo,Premium,12,99,1,13,N,N,O,O
386,Premium Famille,Premium,15,99,6,11,O,N,O,N
387,Gratuit,Free,0,1,44,N,O,N,N,
388,Premium Solo,Premium,9,99,1,29,O,N,O,N
389,Premium Duo,Premium,12,99,1,20,N,N,O,N
390,Premium Famille,Premium,15,99,6,25,O,N,O,O
391,Gratuit,Free,0,1,45,N,O,N,N,
392,Premium Solo,Premium,9,99,1,21,O,N,O,N
393,Premium Duo,Premium,12,99,1,33,N,N,O,N
394,Premium Famille,Premium,15,99,6,21,O,N,O,N
395,Gratuit,Free,0,1,49,N,O,N,O,
396,Premium Solo,Premium,9,99,1,48,O,N,O,N
397,Premium Duo,Premium,12,99,1,46,N,N,O,N
398,Premium Famille,Premium,15,99,6,18,O,N,O,N
399,Gratuit,Free,0,1,31,N,O,N,N,
400,Premium Solo,Premium,9,99,1,31,O,N,O,O
401,Premium Duo,Premium,12,99,1,49,N,N,O,N
402,Premium Famille,Premium,15,99,6,38,O,N,O,N
403,Gratuit,Free,0,1,12,N,O,N,N,
404,Premium Solo,Premium,9,99,1,49,O,N,O,N
405,Premium Duo,Premium,12,99,1,43,N,N,O,O
406,Premium Famille,Premium,15,99,6,35,O,N,O,N
407,Gratuit,Free,0,1,38,N,O,N,N,
408,Premium Solo,Premium,9,99,1,20,O,N,O,N
409,Premium Duo,Premium,12,99,1,32,N,N,O,N
410,Premium Famille,Premium,15,99,6,46,O,N,O,O
411,Gratuit,Free,0,1,29,N,O,N,N,
412,Premium Solo,Premium,9,99,1,14,O,N,O,N
413,Premium Duo,Premium,12,99,1,19,N,N,O,N
414,Premium Famille,Premium,15,99,6,18,O,N,O,N
415,Gratuit,Free,0,1,44,N,O,N,O,
416,Premium Solo,Premium,9,99,1,34,O,N,O,N
417,Premium Duo,Premium,12,99,1,39,N,N,O,N
418,Premium Famille,Premium,15,99,6,14,O,N,O,N
419,Gratuit,Free,0,1,44,N,O,N,N,
420,Premium Solo,Premium,9,99,1,35,O,N,O,O
421,Premium Duo,Premium,12,99,1,48,N,N,O,N
422,Premium Famille,Premium,15,99,6,20,O,N,O,N
423,Gratuit,Free,0,1,39,N,O,N,N,
424,Premium Solo,Premium,9,99,1,31,O,N,O,N
425,Premium Duo,Premium,12,99,1,32,N,N,O,O
426,Premium Famille,Premium,15,99,6,16,O,N,O,N
427,Gratuit,Free,0,1,20,N,O,N,N,
428,Premium Solo,Premium,9,99,1,17,O,N,O,N
429,Premium Duo,Premium,12,99,1,28,N,N,O,N
430,Premium Famille,Premium,15,99,6,32,O,N,O,O
431,Gratuit,Free,0,1,10,N,O,N,N,
432,Premium Solo,Premium,9,99,1,44,O,N,O,N
433,Premium Duo,Premium,12,99,1,21,N,N,O,N
434,Premium Famille,Premium,15,99,6,42,O,N,O,N
435,Gratuit,Free,0,1,10,N,O,N,O,
436,Premium Solo,Premium,9,99,1,41,O,N,O,N
437,Premium Duo,Premium,12,99,1,12,N,N,O,N
438,Premium Famille,Premium,15,99,6,15,O,N,O,N
439,Gratuit,Free,0,1,38,N,O,N,N,
440,Premium Solo,Premium,9,99,1,35,O,N,O,O
441,Premium Duo,Premium,12,99,1,48,N,N,O,N
442,Premium Famille,Premium,15,99,6,24,O,N,O,N
443,Gratuit,Free,0,1,34,N,O,N,N,
444,Premium Solo,Premium,9,99,1,30,O,N,O,N
445,Premium Duo,Premium,12,99,1,33,N,N,O,O
446,Premium Famille,Premium,15,99,6,40,O,N,O,N
447,Gratuit,Free,0,1,46,N,O,N,N,
448,Premium Solo,Premium,9,99,1,23,O,N,O,N
449,Premium Duo,Premium,12,99,1,26,N,N,O,N
450,Premium Famille,Premium,15,99,6,43,O,N,O,O
451,Gratuit,Free,0,1,34,N,O,N,N,
452,Premium Solo,Premium,9,99,1,45,O,N,O,N
453,Premium Duo,Premium,12,99,1,28,N,N,O,N
454,Premium Famille,Premium,15,99,6,20,O,N,O,N
455,Gratuit,Free,0,1,13,N,O,N,O,
456,Premium Solo,Premium,9,99,1,31,O,N,O,N
457,Premium Duo,Premium,12,99,1,45,N,N,O,N
458,Premium Famille,Premium,15,99,6,22,O,N,O,N
459,Gratuit,Free,0,1,16,N,O,N,N,
460,Premium Solo,Premium,9,99,1,22,O,N,O,O
461,Premium Duo,Premium,12,99,1,18,N,N,O,N
462,Premium Famille,Premium,15,99,6,38,O,N,O,N
463,Gratuit,Free,0,1,15,N,O,N,N,
464,Premium Solo,Premium,9,99,1,43,O,N,O,N
465,Premium Duo,Premium,12,99,1,39,N,N,O,O
466,Premium Famille,Premium,15,99,6,29,O,N,O,N
467,Gratuit,Free,0,1,46,N,O,N,N,
468,Premium Solo,Premium,9,99,1,21,O,N,O,N
469,Premium Duo,Premium,12,99,1,23,N,N,O,N
470,Premium Famille,Premium,15,99,6,33,O,N,O,O
471,Gratuit,Free,0,1,20,N,O,N,N,
472,Premium Solo,Premium,9,99,1,38,O,N,O,N
473,Premium Duo,Premium,12,99,1,28,N,N,O,N
474,Premium Famille,Premium,15,99,6,28,O,N,O,N
475,Gratuit,Free,0,1,15,N,O,N,O,
476,Premium Solo,Premium,9,99,1,32,O,N,O,N
477,Premium Duo,Premium,12,99,1,10,N,N,O,N
478,Premium Famille,Premium,15,99,6,35,O,N,O,N
479,Gratuit,Free,0,1,45,N,O,N,N,
480,Premium Solo,Premium,9,99,1,48,O,N,O,O
481,Premium Duo,Premium,12,99,1,10,N,N,O,N
482,Premium Famille,Premium,15,99,6,44,O,N,O,N
483,Gratuit,Free,0,1,12,N,O,N,N,
484,Premium Solo,Premium,9,99,1,47,O,N,O,N
485,Premium Duo,Premium,12,99,1,43,N,N,O,O
486,Premium Famille,Premium,15,99,6,13,O,N,O,N
487,Gratuit,Free,0,1,26,N,O,N,N,
488,Premium Solo,Premium,9,99,1,16,O,N,O,N
489,Premium Duo,Premium,12,99,1,15,N,N,O,N
490,Premium Famille,Premium,15,99,6,17,O,N,O,O
491,Gratuit,Free,0,1,14,N,O,N,N,
492,Premium Solo,Premium,9,99,1,20,O,N,O,N
493,Premium Duo,Premium,12,99,1,44,N,N,O,N
494,Premium Famille,Premium,15,99,6,43,O,N,O,N
495,Gratuit,Free,0,1,29,N,O,N,O,
496,Premium Solo,Premium,9,99,1,37,O,N,O,N
497,Premium Duo,Premium,12,99,1,43,N,N,O,N
498,Premium Famille,Premium,15,99,6,31,O,N,O,N
499,Gratuit,Free,0,1,41,N,O,N,N,
500,Premium Solo,Premium,9,99,1,47,O,N,O,O
501,Premium Duo,Premium,12,99,1,23,N,N,O,N
502,Premium Famille,Premium,15,99,6,17,O,N,O,N
503,Gratuit,Free,0,1,11,N,O,N,N,
504,Premium Solo,Premium,9,99,1,45,O,N,O,N
505,Premium Duo,Premium,12,99,1,22,N,N,O,O
506,Premium Famille,Premium,15,99,6,39,O,N,O,N
507,Gratuit,Free,0,1,27,N,O,N,N,
508,Premium Solo,Premium,9,99,1,29,O,N,O,N
509,Premium Duo,Premium,12,99,1,46,N,N,O,N
510,Premium Famille,Premium,15,99,6,48,O,N,O,O
511,Gratuit,Free,0,1,30,N,O,N,N,
512,Premium Solo,Premium,9,99,1,45,O,N,O,N
513,Premium Duo,Premium,12,99,1,17,N,N,O,N
514,Premium Famille,Premium,15,99,6,19,O,N,O,N
515,Gratuit,Free,0,1,20,N,O,N,O,
516,Premium Solo,Premium,9,99,1,11,O,N,O,N
517,Premium Duo,Premium,12,99,1,42,N,N,O,N
518,Premium Famille,Premium,15,99,6,31,O,N,O,N
519,Gratuit,Free,0,1,10,N,O,N,N,
520,Premium Solo,Premium,9,99,1,44,O,N,O,O
521,Premium Duo,Premium,12,99,1,36,N,N,O,N
522,Premium Famille,Premium,15,99,6,11,O,N,O,N
523,Gratuit,Free,0,1,31,N,O,N,N,
524,Premium Solo,Premium,9,99,1,17,O,N,O,N
525,Premium Duo,Premium,12,99,1,27,N,N,O,O
526,Premium Famille,Premium,15,99,6,40,O,N,O,N
527,Gratuit,Free,0,1,26,N,O,N,N,
528,Premium Solo,Premium,9,99,1,22,O,N,O,N
529,Premium Duo,Premium,12,99,1,49,N,N,O,N
530,Premium Famille,Premium,15,99,6,47,O,N,O,O
531,Gratuit,Free,0,1,30,N,O,N,N,
532,Premium Solo,Premium,9,99,1,24,O,N,O,N
533,Premium Duo,Premium,12,99,1,43,N,N,O,N
534,Premium Famille,Premium,15,99,6,46,O,N,O,N
535,Gratuit,Free,0,1,44,N,O,N,O,
536,Premium Solo,Premium,9,99,1,22,O,N,O,N
537,Premium Duo,Premium,12,99,1,34,N,N,O,N
538,Premium Famille,Premium,15,99,6,30,O,N,O,N
539,Gratuit,Free,0,1,27,N,O,N,N,
540,Premium Solo,Premium,9,99,1,40,O,N,O,O
541,Premium Duo,Premium,12,99,1,12,N,N,O,N
542,Premium Famille,Premium,15,99,6,46,O,N,O,N
543,Gratuit,Free,0,1,11,N,O,N,N,
544,Premium Solo,Premium,9,99,1,22,O,N,O,N
545,Premium Duo,Premium,12,99,1,26,N,N,O,O
546,Premium Famille,Premium,15,99,6,25,O,N,O,N
547,Gratuit,Free,0,1,21,N,O,N,N,
548,Premium Solo,Premium,9,99,1,36,O,N,O,N
549,Premium Duo,Premium,12,99,1,25,N,N,O,N
550,Premium Famille,Premium,15,99,6,30,O,N,O,O
551,Gratuit,Free,0,1,32,N,O,N,N,
552,Premium Solo,Premium,9,99,1,30,O,N,O,N
553,Premium Duo,Premium,12,99,1,32,N,N,O,N
554,Premium Famille,Premium,15,99,6,22,O,N,O,N
555,Gratuit,Free,0,1,15,N,O,N,O,
556,Premium Solo,Premium,9,99,1,40,O,N,O,N
557,Premium Duo,Premium,12,99,1,47,N,N,O,N
558,Premium Famille,Premium,15,99,6,27,O,N,O,N
559,Gratuit,Free,0,1,17,N,O,N,N,
560,Premium Solo,Premium,9,99,1,22,O,N,O,O
561,Premium Duo,Premium,12,99,1,37,N,N,O,N
562,Premium Famille,Premium,15,99,6,47,O,N,O,N
563,Gratuit,Free,0,1,43,N,O,N,N,
564,Premium Solo,Premium,9,99,1,39,O,N,O,N
565,Premium Duo,Premium,12,99,1,44,N,N,O,O
566,Premium Famille,Premium,15,99,6,24,O,N,O,N
567,Gratuit,Free,0,1,17,N,O,N,N,
568,Premium Solo,Premium,9,99,1,41,O,N,O,N
569,Premium Duo,Premium,12,99,1,39,N,N,O,N
570,Premium Famille,Premium,15,99,6,37,O,N,O,O
571,Gratuit,Free,0,1,41,N,O,N,N,
572,Premium Solo,Premium,9,99,1,44,O,N,O,N
573,Premium Duo,Premium,12,99,1,28,N,N,O,N
574,Premium Famille,Premium,15,99,6,12,O,N,O,N
575,Gratuit,Free,0,1,17,N,O,N,O,
576,Premium Solo,Premium,9,99,1,13,O,N,O,N
577,Premium Duo,Premium,12,99,1,26,N,N,O,N
578,Premium Famille,Premium,15,99,6,43,O,N,O,N
579,Gratuit,Free,0,1,44,N,O,N,N,
580,Premium Solo,Premium,9,99,1,42,O,N,O,O
581,Premium Duo,Premium,12,99,1,21,N,N,O,N
582,Premium Famille,Premium,15,99,6,48,O,N,O,N
583,Gratuit,Free,0,1,42,N,O,N,N,
584,Premium Solo,Premium,9,99,1,32,O,N,O,N
585,Premium Duo,Premium,12,99,1,20,N,N,O,O
586,Premium Famille,Premium,15,99,6,36,O,N,O,N
587,Gratuit,Free,0,1,15,N,O,N,N,
588,Premium Solo,Premium,9,99,1,40,O,N,O,N
589,Premium Duo,Premium,12,99,1,23,N,N,O,N
590,Premium Famille,Premium,15,99,6,11,O,N,O,O
591,Gratuit,Free,0,1,34,N,O,N,N,
592,Premium Solo,Premium,9,99,1,21,O,N,O,N
593,Premium Duo,Premium,12,99,1,28,N,N,O,N
594,Premium Famille,Premium,15,99,6,20,O,N,O,N
595,Gratuit,Free,0,1,29,N,O,N,O,
596,Premium Solo,Premium,9,99,1,46,O,N,O,N
597,Premium Duo,Premium,12,99,1,20,N,N,O,N
598,Premium Famille,Premium,15,99,6,19,O,N,O,N
599,Gratuit,Free,0,1,14,N,O,N,N,
600,Premium Solo,Premium,9,99,1,16,O,N,O,O
601,Premium Duo,Premium,12,99,1,12,N,N,O,N
602,Premium Famille,Premium,15,99,6,13,O,N,O,N
603,Gratuit,Free,0,1,31,N,O,N,N,
604,Premium Solo,Premium,9,99,1,43,O,N,O,N
605,Premium Duo,Premium,12,99,1,33,N,N,O,O
606,Premium Famille,Premium,15,99,6,39,O,N,O,N
607,Gratuit,Free,0,1,33,N,O,N,N,
608,Premium Solo,Premium,9,99,1,48,O,N,O,N
609,Premium Duo,Premium,12,99,1,16,N,N,O,N
610,Premium Famille,Premium,15,99,6,10,O,N,O,O
611,Gratuit,Free,0,1,33,N,O,N,N,
612,Premium Solo,Premium,9,99,1,18,O,N,O,N
613,Premium Duo,Premium,12,99,1,26,N,N,O,N
614,Premium Famille,Premium,15,99,6,10,O,N,O,N
615,Gratuit,Free,0,1,44,N,O,N,O,
616,Premium Solo,Premium,9,99,1,47,O,N,O,N
617,Premium Duo,Premium,12,99,1,34,N,N,O,N
618,Premium Famille,Premium,15,99,6,48,O,N,O,N
619,Gratuit,Free,0,1,30,N,O,N,N,
620,Premium Solo,Premium,9,99,1,18,O,N,O,O
621,Premium Duo,Premium,12,99,1,26,N,N,O,N
622,Premium Famille,Premium,15,99,6,42,O,N,O,N
623,Gratuit,Free,0,1,13,N,O,N,N,
624,Premium Solo,Premium,9,99,1,18,O,N,O,N
625,Premium Duo,Premium,12,99,1,48,N,N,O,O
626,Premium Famille,Premium,15,99,6,21,O,N,O,N
627,Gratuit,Free,0,1,41,N,O,N,N,
628,Premium Solo,Premium,9,99,1,38,O,N,O,N
629,Premium Duo,Premium,12,99,1,22,N,N,O,N
630,Premium Famille,Premium,15,99,6,21,O,N,O,O
631,Gratuit,Free,0,1,19,N,O,N,N,
632,Premium Solo,Premium,9,99,1,29,O,N,O,N
1734,Premium Famille,Premium,15,99,6,17,O,N,O,N
1735,Gratuit,Free,0,1,11,N,O,N,O,
1736,Premium Solo,Premium,9,99,1,11,O,N,O,N
1737,Premium Duo,Premium,12,99,1,31,N,N,O,N
1738,Premium Famille,Premium,15,99,6,49,O,N,O,N
1739,Gratuit,Free,0,1,43,N,O,N,N,
1740,Premium Solo,Premium,9,99,1,43,O,N,O,O
1741,Premium Duo,Premium,12,99,1,26,N,N,O,N
1742,Premium Famille,Premium,15,99,6,21,O,N,O,N
1743,Gratuit,Free,0,1,25,N,O,N,N,
1744,Premium Solo,Premium,9,99,1,24,O,N,O,N
1745,Premium Duo,Premium,12,99,1,10,N,N,O,O
1746,Premium Famille,Premium,15,99,6,29,O,N,O,N
1747,Gratuit,Free,0,1,33,N,O,N,N,
1748,Premium Solo,Premium,9,99,1,25,O,N,O,N
1749,Premium Duo,Premium,12,99,1,46,N,N,O,N
1750,Premium Famille,Premium,15,99,6,43,O,N,O,O
1751,Gratuit,Free,0,1,39,N,O,N,N,
1752,Premium Solo,Premium,9,99,1,32,O,N,O,N
1753,Premium Duo,Premium,12,99,1,49,N,N,O,N
1754,Premium Famille,Premium,15,99,6,37,O,N,O,N
1755,Gratuit,Free,0,1,39,N,O,N,O,
1756,Premium Solo,Premium,9,99,1,20,O,N,O,N
1757,Premium Duo,Premium,12,99,1,45,N,N,O,N
1758,Premium Famille,Premium,15,99,6,22,O,N,O,N
1759,Gratuit,Free,0,1,18,N,O,N,N,
1760,Premium Solo,Premium,9,99,1,49,O,N,O,O
1761,Premium Duo,Premium,12,99,1,42,N,N,O,N
1762,Premium Famille,Premium,15,99,6,43,O,N,O,N
1763,Gratuit,Free,0,1,47,N,O,N,N,
1764,Premium Solo,Premium,9,99,1,40,O,N,O,N
1765,Premium Duo,Premium,12,99,1,25,N,N,O,O
1766,Premium Famille,Premium,15,99,6,32,O,N,O,N
1767,Gratuit,Free,0,1,24,N,O,N,N,
1768,Premium Solo,Premium,9,99,1,38,O,N,O,N
1769,Premium Duo,Premium,12,99,1,41,N,N,O,N
1770,Premium Famille,Premium,15,99,6,17,O,N,O,O
1771,Gratuit,Free,0,1,36,N,O,N,N,
1772,Premium Solo,Premium,9,99,1,21,O,N,O,N
1773,Premium Duo,Premium,12,99,1,36,N,N,O,N
1774,Premium Famille,Premium,15,99,6,21,O,N,O,N
1775,Gratuit,Free,0,1,11,N,O,N,O,
1776,Premium Solo,Premium,9,99,1,16,O,N,O,N
1777,Premium Duo,Premium,12,99,1,27,N,N,O,N
1778,Premium Famille,Premium,15,99,6,21,O,N,O,N
1779,Gratuit,Free,0,1,37,N,O,N,N,
1780,Premium Solo,Premium,9,99,1,23,O,N,O,O
1781,Premium Duo,Premium,12,99,1,26,N,N,O,N
1782,Premium Famille,Premium,15,99,6,11,O,N,O,N
1783,Gratuit,Free,0,1,33,N,O,N,N,
1784,Premium Solo,Premium,9,99,1,11,O,N,O,N
1785,Premium Duo,Premium,12,99,1,17,N,N,O,O
1786,Premium Famille,Premium,15,99,6,48,O,N,O,N
1787,Gratuit,Free,0,1,31,N,O,N,N,
1788,Premium Solo,Premium,9,99,1,28,O,N,O,N
1789,Premium Duo,Premium,12,99,1,30,N,N,O,N
1790,Premium Famille,Premium,15,99,6,19,O,N,O,O
1791,Gratuit,Free,0,1,11,N,O,N,N,
1792,Premium Solo,Premium,9,99,1,24,O,N,O,N
1793,Premium Duo,Premium,12,99,1,43,N,N,O,N
1794,Premium Famille,Premium,15,99,6,40,O,N,O,N
1795,Gratuit,Free,0,1,33,N,O,N,O,
1796,Premium Solo,Premium,9,99,1,41,O,N,O,N
1797,Premium Duo,Premium,12,99,1,43,N,N,O,N
1798,Premium Famille,Premium,15,99,6,39,O,N,O,N
1799,Gratuit,Free,0,1,12,N,O,N,N,
1800,Premium Solo,Premium,9,99,1,41,O,N,O,O
1801,Premium Duo,Premium,12,99,1,36,N,N,O,N
1802,Premium Famille,Premium,15,99,6,19,O,N,O,N
1803,Gratuit,Free,0,1,37,N,O,N,N,
1804,Premium Solo,Premium,9,99,1,33,O,N,O,N
1805,Premium Duo,Premium,12,99,1,15,N,N,O,O
1806,Premium Famille,Premium,15,99,6,40,O,N,O,N
1807,Gratuit,Free,0,1,38,N,O,N,N,
1808,Premium Solo,Premium,9,99,1,27,O,N,O,N
1809,Premium Duo,Premium,12,99,1,48,N,N,O,N
1810,Premium Famille,Premium,15,99,6,26,O,N,O,O
1811,Gratuit,Free,0,1,33,N,O,N,N,
1812,Premium Solo,Premium,9,99,1,21,O,N,O,N
1813,Premium Duo,Premium,12,99,1,23,N,N,O,N
1814,Premium Famille,Premium,15,99,6,42,O,N,O,N
1815,Gratuit,Free,0,1,10,N,O,N,O,
1816,Premium Solo,Premium,9,99,1,10,O,N,O,N
1817,Premium Duo,Premium,12,99,1,42,N,N,O,N
1818,Premium Famille,Premium,15,99,6,28,O,N,O,N
1819,Gratuit,Free,0,1,18,N,O,N,N,
1820,Premium Solo,Premium,9,99,1,45,O,N,O,O
1821,Premium Duo,Premium,12,99,1,42,N,N,O,N
1822,Premium Famille,Premium,15,99,6,25,O,N,O,N
1823,Gratuit,Free,0,1,12,N,O,N,N,
1824,Premium Solo,Premium,9,99,1,35,O,N,O,N
1825,Premium Duo,Premium,12,99,1,47,N,N,O,O
1826,Premium Famille,Premium,15,99,6,19,O,N,O,N
1827,Gratuit,Free,0,1,13,N,O,N,N,
1828,Premium Solo,Premium,9,99,1,30,O,N,O,N
1829,Premium Duo,Premium,12,99,1,11,N,N,O,N
1830,Premium Famille,Premium,15,99,6,13,O,N,O,O
1831,Gratuit,Free,0,1,47,N,O,N,N,
1832,Premium Solo,Premium,9,99,1,14,O,N,O,N
1833,Premium Duo,Premium,12,99,1,30,N,N,O,N
1834,Premium Famille,Premium,15,99,6,24,O,N,O,N
1835,Gratuit,Free,0,1,47,N,O,N,O,
1836,Premium Solo,Premium,9,99,1,32,O,N,O,N
1837,Premium Duo,Premium,12,99,1,42,N,N,O,N
1838,Premium Famille,Premium,15,99,6,22,O,N,O,N
1839,Gratuit,Free,0,1,28,N,O,N,N,
1840,Premium Solo,Premium,9,99,1,16,O,N,O,O
1841,Premium Duo,Premium,12,99,1,25,N,N,O,N
1842,Premium Famille,Premium,15,99,6,15,O,N,O,N
1843,Gratuit,Free,0,1,40,N,O,N,N,
1844,Premium Solo,Premium,9,99,1,44,O,N,O,N
1845,Premium Duo,Premium,12,99,1,11,N,N,O,O
1846,Premium Famille,Premium,15,99,6,12,O,N,O,N
1847,Gratuit,Free,0,1,25,N,O,N,N,
1848,Premium Solo,Premium,9,99,1,36,O,N,O,N
1849,Premium Duo,Premium,12,99,1,19,N,N,O,N
1850,Premium Famille,Premium,15,99,6,42,O,N,O,O
1851,Gratuit,Free,0,1,37,N,O,N,N,
1852,Premium Solo,Premium,9,99,1,35,O,N,O,N
1853,Premium Duo,Premium,12,99,1,15,N,N,O,N
1854,Premium Famille,Premium,15,99,6,15,O,N,O,N
1855,Gratuit,Free,0,1,26,N,O,N,O,
1856,Premium Solo,Premium,9,99,1,34,O,N,O,N
1857,Premium Duo,Premium,12,99,1,29,N,N,O,N
1858,Premium Famille,Premium,15,99,6,41,O,N,O,N
1859,Gratuit,Free,0,1,13,N,O,N,N,
1860,Premium Solo,Premium,9,99,1,17,O,N,O,O
1861,Premium Duo,Premium,12,99,1,44,N,N,O,N
1862,Premium Famille,Premium,15,99,6,35,O,N,O,N
1863,Gratuit,Free,0,1,31,N,O,N,N,
1864,Premium Solo,Premium,9,99,1,29,O,N,O,N
1865,Premium Duo,Premium,12,99,1,41,N,N,O,O
1866,Premium Famille,Premium,15,99,6,30,O,N,O,N
1867,Gratuit,Free,0,1,44,N,O,N,N,
1868,Premium Solo,Premium,9,99,1,15,O,N,O,N
1869,Premium Duo,Premium,12,99,1,14,N,N,O,N
1870,Premium Famille,Premium,15,99,6,29,O,N,O,O
1871,Gratuit,Free,0,1,17,N,O,N,N,
1872,Premium Solo,Premium,9,99,1,17,O,N,O,N
1873,Premium Duo,Premium,12,99,1,34,N,N,O,N
1874,Premium Famille,Premium,15,99,6,48,O,N,O,N
1875,Gratuit,Free,0,1,40,N,O,N,O,
1876,Premium Solo,Premium,9,99,1,43,O,N,O,N
1877,Premium Duo,Premium,12,99,1,28,N,N,O,N
1878,Premium Famille,Premium,15,99,6,28,O,N,O,N
1879,Gratuit,Free,0,1,21,N,O,N,N,
1880,Premium Solo,Premium,9,99,1,17,O,N,O,O
1881,Premium Duo,Premium,12,99,1,11,N,N,O,N
1882,Premium Famille,Premium,15,99,6,41,O,N,O,N
1883,Gratuit,Free,0,1,15,N,O,N,N,
1884,Premium Solo,Premium,9,99,1,17,O,N,O,N
1885,Premium Duo,Premium,12,99,1,19,N,N,O,O
1886,Premium Famille,Premium,15,99,6,23,O,N,O,N
1887,Gratuit,Free,0,1,39,N,O,N,N,
1888,Premium Solo,Premium,9,99,1,10,O,N,O,N
1889,Premium Duo,Premium,12,99,1,15,N,N,O,N
1890,Premium Famille,Premium,15,99,6,10,O,N,O,O
1891,Gratuit,Free,0,1,39,N,O,N,N,
1892,Premium Solo,Premium,9,99,1,36,O,N,O,N
1893,Premium Duo,Premium,12,99,1,48,N,N,O,N
1894,Premium Famille,Premium,15,99,6,10,O,N,O,N
1895,Gratuit,Free,0,1,35,N,O,N,O,
1896,Premium Solo,Premium,9,99,1,17,O,N,O,N
1897,Premium Duo,Premium,12,99,1,35,N,N,O,N
1898,Premium Famille,Premium,15,99,6,34,O,N,O,N
1899,Gratuit,Free,0,1,49,N,O,N,N,
1900,Premium Solo,Premium,9,99,1,16,O,N,O,O
1901,Premium Duo,Premium,12,99,1,32,N,N,O,N
1902,Premium Famille,Premium,15,99,6,32,O,N,O,N
1903,Gratuit,Free,0,1,44,N,O,N,N,
1904,Premium Solo,Premium,9,99,1,43,O,N,O,N
1905,Premium Duo,Premium,12,99,1,40,N,N,O,O
1906,Premium Famille,Premium,15,99,6,27,O,N,O,N
1907,Gratuit,Free,0,1,29,N,O,N,N,
1908,Premium Solo,Premium,9,99,1,34,O,N,O,N
1909,Premium Duo,Premium,12,99,1,33,N,N,O,N
