"ID_UTILISATEUR","DATE_NAISSANCE","PAYS_INSCRIPTION","DATE_INSCRIPTION","ANNEE_INSCRIPTION","MOIS_INSCRIPTION"
"5489","29/06/1986","France","20/01/2024",2025,2
"5493","06/04/2006","France","24/12/2021",2023,3
"5498","08/07/1988","France","05/02/2020",2020,1
"5508","13/03/2002","France","02/09/2023",2024,6
"5516","05/10/1994","France","06/10/2020",2024,5
"5517","01/09/1994","France","07/10/2022",2023,2
"5519","20/07/1991","France","05/02/2021",2025,5
"5522","11/02/1994","France","22/12/2022",2025,6
"5525","09/02/1999","France","25/03/2023",2021,8
"5530","10/09/2002","France","01/12/2020",2020,2
"5537","15/11/1980","France","24/01/2020",2024,3
"5547","03/06/2004","France","17/02/2021",2022,6
"5549","22/04/2003","France","15/01/2020",2025,3
"5551","01/11/1991","France","01/07/2021",2022,4
"5556","25/04/1989","France","16/01/2025",2024,1
"5559","11/11/1983","France","30/05/2020",2023,2
"5569","26/12/2007","France","19/11/2022",2024,10
"5571","20/12/1997","France","14/04/2024",2021,8
"5573","10/05/1986","France","08/03/2021",2024,2
"5579","26/03/2009","France","23/07/2021",2022,6
"5580","30/09/2000","France","18/10/2024",2024,1
"5581","16/11/2001","France","16/12/2023",2023,7
"5588","06/04/1993","France","25/02/2020",2023,9
"5591","30/08/1988","France","06/02/2021",2025,11
"5602","19/06/1985","France","30/01/2024",2024,11
"5611","25/06/1989","France","14/08/2021",2020,8
"5612","16/07/1991","France","04/05/2024",2020,10
"5617","16/07/1997","France","14/10/2020",2022,4
"5622","15/08/1999","France","20/04/2021",2024,11
"5640","26/03/1987","France","29/10/2020",2024,9
"5643","14/09/2002","France","29/11/2021",2022,1
"5650","16/11/1996","France","19/08/2020",2024,4
"5652","04/09/1992","France","15/07/2021",2023,4
"5655","13/03/1983","France","19/12/2023",2022,11
"5656","18/11/2004","France","27/06/2022",2021,1
"5658","09/07/1999","France","23/05/2022",2021,2
"5662","02/02/1991","France","20/12/2023",2022,10
"5664","16/10/1999","France","27/08/2022",2025,10
"5670","19/11/2005","France","27/10/2022",2021,10
"5671","07/01/2000","France","16/09/2022",2020,6
"5678","29/12/1989","France","22/04/2022",2022,8
"5679","05/09/1989","France","18/07/2024",2021,6
"5681","22/03/2006","France","06/11/2020",2021,2
"5683","21/12/1994","France","30/08/2020",2020,4
"5685","26/04/1987","France","09/06/2020",2020,12
"5704","09/08/2007","France","07/11/2023",2024,11
"5706","12/09/1994","France","12/12/2024",2021,7
"5709","01/09/1980","France","15/12/2022",2021,7
"5715","08/03/1986","France","20/08/2024",2022,9
"5717","17/05/1992","France","01/06/2021",2025,12
"5728","01/02/2001","France","24/02/2024",2020,2
"5735","08/06/2009","France","09/06/2025",2022,6
"5739","17/02/1987","France","06/06/2023",2023,7
"5749","10/06/1980","France","01/06/2020",2024,2
"5757","07/10/1981","France","03/12/2020",2021,9
"5764","09/12/1990","France","02/08/2022",2023,9
"5767","22/06/1986","France","13/02/2025",2024,9
"5770","28/05/2005","France","26/11/2020",2022,1
"5778","25/01/1998","France","14/03/2021",2023,3
"5782","21/05/1995","France","08/07/2020",2024,1
"5787","13/06/1989","France","18/04/2022",2021,3
"5796","28/12/1984","France","12/10/2021",2023,12
"5798","11/07/2006","France","06/02/2021",2024,3
"5801","28/11/1989","France","24/11/2024",2025,12
"5802","20/12/1982","France","29/12/2021",2021,7
"5803","07/08/1995","France","09/12/2021",2021,11
"5806","02/08/1986","France","18/04/2020",2024,5
"5810","05/01/1981","France","07/12/2023",2023,3
"5814","13/07/2009","France","17/04/2021",2023,5
"5817","13/04/1993","France","31/12/2023",2022,5
"5821","07/03/2005","France","09/06/2021",2022,2
"5822","18/04/1981","France","29/08/2024",2023,7
"5824","09/02/2006","France","30/05/2024",2023,7
"5827","11/09/1994","France","11/04/2023",2023,11
"5828","23/03/1991","France","07/12/2024",2021,7
"5829","16/07/2009","France","02/03/2024",2024,10
"5832","23/09/1983","France","31/07/2024",2024,4
"5834","30/12/1992","France","29/04/2022",2023,3
"5835","01/08/1995","France","18/04/2020",2022,5
"5837","01/05/2008","France","17/12/2021",2020,3
"5841","27/01/2005","France","26/01/2022",2021,7
"5843","03/10/2000","France","14/12/2024",2020,6
"5847","02/12/1989","France","02/07/2024",2021,12
"5849","01/10/2003","France","16/02/2020",2022,4
"5851","20/03/2004","France","17/12/2022",2021,1
"5857","03/11/1993","France","29/03/2024",2025,11
"5863","30/05/1996","France","20/04/2024",2024,11
"5864","29/09/2006","France","08/12/2024",2021,9
"5868","13/06/1998","France","13/03/2021",2022,5
"5869","20/12/2002","France","07/09/2022",2024,7
"5871","14/07/1996","France","09/04/2024",2024,3
"5879","06/11/1989","France","09/11/2020",2022,10
"5883","06/04/1993","France","25/05/2021",2022,4
"5885","21/08/1989","France","19/05/2025",2021,9
"5888","27/06/1997","France","31/08/2024",2020,10
"5891","28/05/1981","France","23/12/2020",2022,8
"5898","01/03/1992","France","20/02/2025",2022,10
"5901","28/06/1996","France","06/10/2020",2022,12
"5905","23/11/1992","France","11/10/2023",2020,7
"5912","01/03/1991","France","22/06/2022",2024,10
"5914","03/09/2008","France","29/11/2024",2024,10
"5921","17/12/1981","France","11/06/2023",2020,12
"5924","25/11/1998","France","26/06/2024",2020,9
"5932","30/07/2009","France","04/06/2021",2021,12
"5940","10/05/1996","France","09/06/2023",2023,1
"5944","28/11/2000","France","13/08/2020",2020,7
"5947","22/07/1993","France","01/04/2023",2022,12
"5952","28/01/1997","France","31/03/2023",2021,1
"5960","18/07/2005","France","07/07/2020",2025,4
"5961","19/01/1995","France","07/02/2024",2023,10
"5962","21/02/1986","France","05/06/2021",2022,9
"5965","05/12/1991","France","21/05/2021",2021,5
"5966","19/09/1996","France","18/03/2024",2024,2
"5974","18/10/1980","France","28/11/2021",2022,2
"5981","13/04/1990","France","26/07/2024",2020,12
"5982","03/12/1992","France","19/06/2020",2020,2
"5983","08/10/2002","France","12/12/2022",2023,8
"5985","06/04/2007","France","29/07/2021",2022,9
"5987","09/08/1992","France","24/05/2025",2023,12
"5988","30/01/2002","France","04/03/2022",2020,3
"5996","02/12/1991","France","13/08/2020",2021,7
"5999","20/05/1990","France","17/04/2025",2022,4
"6004","03/09/2009","France","30/12/2023",2024,5
"6005","07/10/2001","France","10/06/2024",2025,4
"6008","30/04/1985","France","28/05/2020",2020,4
"6010","03/06/2009","France","14/08/2020",2021,12
"6015","27/07/2008","France","26/12/2020",2024,7
"6016","11/01/1980","France","04/03/2020",2020,6
"6021","20/02/1999","France","25/04/2021",2022,8
"6029","20/07/2006","France","08/05/2021",2022,11
"6032","19/11/2009","France","01/08/2024",2021,8
"6037","13/03/2008","France","29/10/2023",2022,1
"6048","21/10/1993","France","24/04/2025",2023,4
"6051","16/12/2002","France","28/11/2024",2024,2
"6058","08/10/1999","France","17/04/2022",2025,6
"6063","31/03/2006","France","29/06/2020",2020,3
"6065","06/12/1998","France","21/12/2023",2024,5
"6068","01/10/1998","France","01/07/2022",2025,5
"6069","08/05/1993","France","12/02/2023",2020,12
"6075","28/06/1995","France","26/05/2021",2020,1
"6083","11/02/1990","France","09/08/2020",2024,2
"6085","24/09/2005","France","16/02/2025",2022,1
"6099","17/02/1982","France","11/03/2023",2021,7
"6100","24/01/1980","France","12/03/2020",2021,5
"6107","30/06/2003","France","05/05/2022",2022,11
"6109","03/10/2008","France","24/12/2024",2022,4
"6116","29/03/1981","France","13/02/2022",2024,10
"6117","13/01/2003","France","15/12/2023",2022,1
"6120","17/12/1984","France","20/01/2024",2021,2
"6122","02/05/1981","France","30/04/2024",2023,10
"6123","04/04/1990","France","29/05/2024",2022,8
"6125","25/06/1989","France","18/01/2022",2022,3
"6128","26/03/2004","France","25/01/2024",2020,12
"6130","27/12/1985","France","27/08/2023",2022,1
"6132","07/06/2003","France","09/02/2025",2023,5
"6133","11/08/1980","France","29/01/2021",2024,11
"6134","18/01/1998","France","18/01/2025",2021,1
"6137","12/02/1994","France","15/11/2024",2022,12
"6138","25/05/1997","France","20/11/2020",2020,12
"6139","12/09/1992","France","30/06/2024",2021,8
"6141","29/01/1986","France","11/04/2025",2023,3
"6149","24/03/1988","France","20/08/2023",2020,5
"6152","07/11/1996","France","12/10/2022",2020,2
"6158","26/06/2000","France","19/02/2024",2023,12
"6163","14/11/1999","France","30/09/2021",2020,8
"6166","20/03/2004","France","15/06/2020",2023,1
"6168","26/10/1997","France","20/10/2024",2022,7
"6170","03/08/1988","France","13/04/2020",2024,10
"6173","09/05/1998","France","26/02/2020",2022,11
"6175","23/03/2009","France","28/09/2024",2022,5
"6181","02/01/1993","France","02/06/2021",2023,2
"6182","08/06/1980","France","07/10/2021",2024,6
"6184","03/04/2000","France","05/05/2023",2024,11
"6189","29/01/1993","France","20/02/2021",2022,8
"6196","05/06/1990","France","30/12/2024",2020,4
"6201","01/05/1995","France","04/08/2024",2024,4
"6206","07/08/1983","France","10/05/2022",2023,7
"6208","14/07/1997","France","26/09/2022",2025,9
"6212","30/01/1991","France","09/01/2025",2021,5
"6214","05/10/1994","France","27/01/2023",2023,8
"6217","01/12/2000","France","05/03/2020",2021,5
"6218","09/12/2009","France","21/08/2020",2025,12
"6220","19/02/1992","France","13/03/2020",2023,8
"6226","23/01/2008","France","27/10/2023",2024,5
"6229","17/03/1989","France","05/05/2025",2025,2
"6236","05/02/1998","France","30/07/2024",2022,5
"6242","22/02/1994","France","03/10/2023",2025,4
"6243","05/12/1981","France","13/08/2022",2021,1
"6248","06/02/1994","France","06/05/2022",2020,7
"6265","02/08/1982","France","30/08/2024",2022,1
"6269","20/10/1989","France","25/09/2020",2020,2
"6273","23/04/2005","France","01/03/2020",2023,7
"6275","09/10/2002","France","25/10/2022",2021,7
"6277","10/01/2009","France","28/06/2020",2020,1
"6281","05/11/1986","France","20/02/2022",2025,10
"6285","19/01/2005","France","21/06/2020",2020,5
"6292","03/12/1999","France","28/06/2024",2021,6
"6295","28/08/1982","France","26/04/2021",2021,5
"6296","21/06/1996","France","20/01/2025",2020,1
"6302","15/11/1999","France","07/09/2021",2025,6
"6304","08/07/1995","France","25/03/2025",2025,7
"6306","01/02/2007","France","03/02/2025",2021,12
"6308","08/09/2002","France","15/07/2020",2023,7
"6311","04/12/1980","France","21/12/2020",2023,12
"6314","10/08/1984","France","05/06/2022",2021,1
"6315","02/06/1998","France","07/06/2023",2025,9
"6317","25/05/2000","France","04/11/2020",2022,4
"6329","17/10/1999","France","12/01/2021",2022,9
"6331","15/09/2003","France","04/07/2023",2023,4
"6333","26/01/2006","France","09/08/2022",2025,1
"6337","18/02/2009","France","31/07/2023",2023,4
"6338","21/04/2003","France","27/08/2023",2023,12
"6353","01/11/1997","France","14/09/2021",2020,8
"6363","08/01/1998","France","31/07/2021",2024,1
"6364","09/02/1986","France","26/09/2024",2024,2
"6366","26/07/1982","France","22/01/2024",2023,10
"6368","16/01/2008","France","11/03/2023",2021,10
"6369","26/12/1981","France","09/05/2025",2022,5
"6374","14/12/1990","France","21/05/2022",2022,2
"6377","13/05/2008","France","05/04/2020",2025,1
"6387","02/05/1983","France","28/10/2020",2025,10
"6393","19/02/1986","France","10/03/2024",2021,7
"6395","24/09/1987","France","26/06/2024",2021,2
"6397","25/10/1996","France","29/06/2021",2021,4
"6400","31/05/2006","France","16/02/2022",2024,7
"6401","19/05/1981","France","22/10/2023",2020,2
"6413","21/07/2007","France","24/12/2022",2021,7
"6415","01/03/1995","France","02/04/2020",2020,9
"6425","17/01/1991","France","16/01/2023",2020,12
"6431","09/03/1990","France","21/01/2022",2022,9
"6433","10/12/1997","France","15/01/2021",2020,1
"6434","18/09/1998","France","22/09/2022",2025,2
"6435","21/10/1995","France","21/04/2024",2022,7
"6438","09/07/1991","France","15/03/2022",2024,11
"6439","22/09/2001","France","25/12/2022",2025,3
"6441","06/04/2000","France","08/03/2022",2020,9
"6453","04/03/1986","France","28/10/2022",2023,11
"6455","15/01/2007","France","02/12/2020",2021,3
"6458","17/07/1986","France","13/10/2023",2023,4
"6459","13/01/1986","France","09/06/2022",2022,2
"6460","10/08/1993","France","18/06/2022",2022,7
"6467","22/07/1996","France","15/03/2023",2024,4
"6470","06/09/2005","France","28/11/2024",2025,12
"6471","13/04/1981","France","11/09/2021",2023,5
"6473","27/12/1992","France","09/03/2020",2022,3
"6474","18/02/1994","France","12/03/2022",2025,2
"6479","19/09/1982","France","15/03/2020",2024,8
"6485","12/12/1998","France","20/02/2023",2020,10
"6491","15/11/1990","France","13/05/2022",2021,1
"6510","29/10/1990","France","05/07/2021",2021,12
"6513","17/10/2005","France","05/08/2020",2023,12
"6523","02/01/2001","France","24/12/2023",2023,12
"6526","28/11/1990","France","13/03/2022",2024,9
"6527","29/11/1996","France","15/10/2023",2025,2
"6530","27/06/2008","France","01/06/2024",2021,3
"6533","15/11/2004","France","20/05/2025",2023,3
"6537","02/12/2002","France","17/09/2021",2023,10
"6538","28/08/2009","France","15/11/2021",2021,9
"6544","15/04/2001","France","25/09/2020",2020,6
"6550","02/06/1995","France","06/01/2023",2021,6
"6561","11/03/2009","France","01/03/2021",2021,5
"6563","17/09/2000","France","17/08/2022",2022,12
"6565","31/08/1984","France","20/01/2025",2024,12
"6572","15/02/1990","France","07/05/2025",2023,7
"6573","02/11/1991","France","17/10/2024",2022,9
"6578","18/04/1994","France","31/05/2025",2024,1
"6579","30/08/1999","France","17/02/2020",2024,10
"6580","14/12/1997","France","28/07/2024",2023,3
"6585","14/01/1983","France","20/07/2022",2021,11
"6598","22/08/2004","France","11/04/2020",2020,5
"6605","30/08/2009","France","03/07/2022",2021,6
"6612","14/02/2002","France","14/09/2024",2023,4
"6615","13/01/2001","France","30/11/2023",2021,4
"6619","25/05/1997","France","03/01/2022",2022,4
"6620","06/04/2005","France","04/11/2024",2022,11
"6622","10/07/1994","France","23/03/2021",2024,11
"6624","23/10/1991","France","30/03/2020",2020,8
"6629","15/08/2007","France","30/04/2023",2020,6
"6632","23/05/1988","France","05/05/2023",2023,9
"6635","16/06/1980","France","28/12/2020",2024,1
"6637","13/03/2008","France","13/10/2020",2020,2
"6646","27/04/2002","France","27/04/2024",2021,3
"6647","13/10/1981","France","28/09/2024",2023,2
"6655","08/11/1980","France","23/03/2021",2025,5
"6658","04/04/1988","France","28/01/2021",2021,8
"6660","12/02/2007","France","04/08/2021",2020,3
"6662","20/04/1995","France","04/01/2023",2024,9
"6664","14/11/2007","France","13/05/2020",2023,9
"6665","23/10/1986","France","16/08/2020",2024,11
"6666","07/03/2001","France","25/12/2021",2021,8
"6669","24/09/2008","France","22/11/2022",2024,7
"6675","23/01/1999","France","06/05/2021",2020,8
"6680","11/08/1981","France","06/05/2020",2024,4
"6682","27/11/1992","France","27/01/2021",2025,3
"6685","31/12/2001","France","16/12/2022",2025,8
"6693","13/07/2005","France","12/02/2023",2020,7
"6699","14/01/2008","France","10/04/2025",2021,3
"6700","22/05/2003","France","14/09/2023",2024,11
"6703","06/02/1985","France","15/06/2023",2023,6
"6707","07/02/2008","France","24/12/2021",2020,4
"6715","14/05/2000","France","09/11/2020",2024,12
"6733","10/08/1998","France","05/05/2024",2023,8
"6739","20/12/2006","France","05/06/2021",2022,4
"6740","18/09/1998","France","16/11/2023",2024,2
"6741","23/11/2004","France","24/04/2023",2025,4
"6750","23/04/2000","France","22/01/2023",2023,7
"6754","31/05/1999","France","04/08/2024",2022,11
"6757","14/09/1990","France","06/10/2020",2024,4
"6759","07/07/1981","France","12/08/2020",2020,6
"6760","11/12/1982","France","10/10/2020",2021,5
"6761","25/09/1980","France","11/01/2023",2021,5
"6765","24/12/2005","France","09/02/2020",2023,10
"6766","09/06/1984","France","25/08/2024",2022,1
"6770","25/06/1983","France","20/01/2023",2020,10
"6771","31/01/1995","France","11/09/2021",2021,11
"6772","14/03/1996","France","15/07/2023",2021,1
"6773","13/11/2007","France","02/08/2024",2023,5
"6790","05/02/1993","France","25/05/2021",2025,9
"6795","14/11/1997","France","07/08/2023",2022,7
"6797","28/09/1999","France","31/10/2022",2022,4
"6803","02/04/1982","France","20/04/2022",2020,2
"6804","01/08/2006","France","11/03/2024",2020,2
"6815","08/07/1999","France","19/08/2020",2020,9
"6819","27/07/2004","France","12/04/2020",2023,7
"6821","05/07/1986","France","05/01/2024",2024,6
"6822","03/09/1998","France","19/09/2023",2023,11
"6832","09/09/2005","France","04/09/2020",2023,1
"6842","29/01/1986","France","04/06/2024",2020,3
"6844","15/10/2000","France","20/05/2022",2020,6
"6848","19/08/2005","France","26/07/2024",2021,12
"6849","18/09/1983","France","04/05/2021",2020,11
"6851","26/03/2002","France","21/06/2025",2022,7
"6855","11/08/1992","France","12/06/2022",2022,10
"6857","07/05/1997","France","24/05/2023",2024,6
"6870","06/10/2002","France","25/04/2025",2022,1
"6871","17/09/2000","France","25/03/2023",2021,10
"6873","20/03/1995","France","25/12/2022",2021,10
"6880","13/11/1990","France","01/05/2020",2022,2
"6888","27/02/2005","France","25/01/2022",2024,6
"6890","08/07/1981","France","26/06/2022",2022,1
"6902","24/01/1986","France","16/07/2024",2022,2
"6903","06/08/1990","France","15/09/2020",2021,12
"6904","04/01/1984","France","06/06/2022",2025,1
"6906","11/10/1983","France","21/07/2021",2024,9
"6909","09/05/1983","France","31/03/2024",2024,12
"6912","21/08/1995","France","23/09/2022",2022,1
"6915","19/02/1983","France","07/03/2023",2024,1
"6916","06/01/1993","France","31/01/2025",2021,2
"6926","18/09/1992","France","14/04/2022",2021,7
"6930","26/02/1984","France","02/07/2022",2022,5
"6940","27/02/2000","France","25/04/2021",2024,7
"6944","20/04/1986","France","02/10/2023",2024,1
"6950","02/01/1997","France","31/01/2022",2025,5
"6955","29/10/1995","France","15/01/2022",2022,4
"6956","18/03/1980","France","06/02/2025",2021,1
"6959","02/05/1997","France","25/04/2025",2022,9
"6960","20/11/1994","France","05/08/2021",2024,3
"6970","08/03/1998","France","12/08/2022",2020,2
"6974","16/11/1987","France","24/08/2020",2020,12
